Source URL,Target URL,Status,Include subdomains,Subpath matching,Preserve query string
https://www.shalomworship.com/song/mahima-ho-690f344915eb2cf8caa0b1a0,https://www.shalomworship.com/song/mahima-ho-jaago-music-690f344915eb2cf8caa0b1a0,301,false,false,true
https://www.shalomworship.com/song/humari-dua-6910c1a9c4c317979510471d,https://www.shalomworship.com/song/humari-dua-yeshua-ministries-6910c1a9c4c317979510471d,301,false,false,true
https://www.shalomworship.com/song/tu-mera-prabhu-691462e0a4e8e98cb568cd1f,https://www.shalomworship.com/song/tu-mera-prabhu-filadelfia-music-691462e0a4e8e98cb568cd1f,301,false,false,true
https://www.shalomworship.com/song/badhta-6914cd3ea4e8e98cb568ce36,https://www.shalomworship.com/song/badhta-outcast-media-6914cd3ea4e8e98cb568ce36,301,false,false,true
https://www.shalomworship.com/song/aao-vishwasiyon-6915762da4e8e98cb568ce5e,https://www.shalomworship.com/song/aao-vishwasiyon-nations-of-worship-6915762da4e8e98cb568ce5e,301,false,false,true
https://www.shalomworship.com/song/aaya-hai-69171cf854a299951c55844a,https://www.shalomworship.com/song/aaya-hai-jaago-music-69171cf854a299951c55844a,301,false,false,true
https://www.shalomworship.com/song/tohfa-6919fe2054a299951c55846c,https://www.shalomworship.com/song/tohfa-matti-teji-6919fe2054a299951c55846c,301,false,false,true
https://www.shalomworship.com/song/dhanyawad-691a178154a299951c5584c7,https://www.shalomworship.com/song/dhanyawad-friends-of-god-ministries-691a178154a299951c5584c7,301,false,false,true
https://www.shalomworship.com/song/kuch-pal-691ab83e54a299951c5584fd,https://www.shalomworship.com/song/kuch-pal-friends-of-god-ministries-691ab83e54a299951c5584fd,301,false,false,true
https://www.shalomworship.com/song/kiya-mera-abhishek-691abb1d54a299951c558513,https://www.shalomworship.com/song/kiya-mera-abhishek-friends-of-god-ministries-691abb1d54a299951c558513,301,false,false,true
https://www.shalomworship.com/song/sath-tere-691cac868dd2431928c4bf49,https://www.shalomworship.com/song/sath-tere-friends-of-god-ministries-691cac868dd2431928c4bf49,301,false,false,true
https://www.shalomworship.com/song/o-come-to-the-altar-691f5fd0729e92c74bbff652,https://www.shalomworship.com/song/o-come-to-the-altar-elevation-worship-691f5fd0729e92c74bbff652,301,false,false,true
https://www.shalomworship.com/song/crowns-down-691f6137729e92c74bbff678,https://www.shalomworship.com/song/crowns-down-gateway-worship-691f6137729e92c74bbff678,301,false,false,true
https://www.shalomworship.com/song/behold-691f6511729e92c74bbff6d9,https://www.shalomworship.com/song/behold-phil-wickham-691f6511729e92c74bbff6d9,301,false,false,true
https://www.shalomworship.com/song/manger-throne-691fcca1729e92c74bbff6f9,https://www.shalomworship.com/song/manger-throne-phil-wickham-691fcca1729e92c74bbff6f9,301,false,false,true
https://www.shalomworship.com/song/tu-hi-meri-chaahat-692005a1729e92c74bbff716,https://www.shalomworship.com/song/tu-hi-meri-chaahat-jaago-music-692005a1729e92c74bbff716,301,false,false,true
https://www.shalomworship.com/song/jeet-692007a4729e92c74bbff74c,https://www.shalomworship.com/song/jeet-jaago-music-692007a4729e92c74bbff74c,301,false,false,true
https://www.shalomworship.com/song/jaago-christmas-mashup-2-0-6920a5863b54b3e8564f7290,https://www.shalomworship.com/song/jaago-christmas-mashup-20-jaago-music-6920a5863b54b3e8564f7290,301,false,false,true
https://www.shalomworship.com/song/sun-lo-mere-bhaiyon-jashan-manao-692490a13b54b3e8564f7306,https://www.shalomworship.com/song/sun-lo-mere-bhaiyon-jashan-manao-jaago-music-692490a13b54b3e8564f7306,301,false,false,true
https://www.shalomworship.com/song/swarg-ko-khol-de-6928920cae0959bd492f4733,https://www.shalomworship.com/song/swarg-ko-khol-de-jaago-music-6928920cae0959bd492f4733,301,false,false,true
https://www.shalomworship.com/song/psalm-8-halle-69299204ae0959bd492f47b8,https://www.shalomworship.com/song/psalm-8-halle-phil-wickham-69299204ae0959bd492f47b8,301,false,false,true
https://www.shalomworship.com/song/muhabat-ka-nishan-aya-6929cdf5ae0959bd492f4865,https://www.shalomworship.com/song/muhabat-ka-nishan-aya-arif-bhatti-6929cdf5ae0959bd492f4865,301,false,false,true
https://www.shalomworship.com/song/dharti-jhoome-692b2fc4d1d8b1ff4499a4e5,https://www.shalomworship.com/song/dharti-jhoome-jaago-music-692b2fc4d1d8b1ff4499a4e5,301,false,false,true
https://www.shalomworship.com/song/pehchaan-692b3190d1d8b1ff4499a501,https://www.shalomworship.com/song/pehchaan-glory-to-god-india-692b3190d1d8b1ff4499a501,301,false,false,true
https://www.shalomworship.com/song/jesus-lifted-me-692b4083d1d8b1ff4499a541,https://www.shalomworship.com/song/jesus-lifted-me-essential-worship-692b4083d1d8b1ff4499a541,301,false,false,true
https://www.shalomworship.com/song/aaradhana-mera-prem-geet-tu-693565b0da2773c8132bcca2,https://www.shalomworship.com/song/aaradhana-mera-prem-geet-tu-one-tribe-production-693565b0da2773c8132bcca2,301,false,false,true
https://www.shalomworship.com/song/god-is-not-against-me-69356f94e86477c98989e836,https://www.shalomworship.com/song/god-is-not-against-me-essential-worship-69356f94e86477c98989e836,301,false,false,true
https://www.shalomworship.com/song/yeshu-raja-6935a150e86477c98989e893,https://www.shalomworship.com/song/yeshu-raja-glorify-christ-6935a150e86477c98989e893,301,false,false,true
https://www.shalomworship.com/song/khushiyon-ki-barish-693c3870a161a3163197b992,https://www.shalomworship.com/song/khushiyon-ki-barish-filadelfia-music-693c3870a161a3163197b992,301,false,false,true
https://www.shalomworship.com/song/wait-on-you-693d99f7a161a3163197b9f7,https://www.shalomworship.com/song/wait-on-you-elevation-worship-693d99f7a161a3163197b9f7,301,false,false,true
https://www.shalomworship.com/song/christmas-ki-khushiyon-mein-693d9ed0a161a3163197ba2a,https://www.shalomworship.com/song/christmas-ki-khushiyon-mein-messiah-music-ministries-693d9ed0a161a3163197ba2a,301,false,false,true
https://www.shalomworship.com/song/hosanna-6940345fa161a3163197baf6,https://www.shalomworship.com/song/hosanna-folj-or-ankit-sajwan-ministries-6940345fa161a3163197baf6,301,false,false,true
https://www.shalomworship.com/song/chalo-chalo-69455f20f8c1f2899b591ed3,https://www.shalomworship.com/song/chalo-chalo-filadelfia-music-69455f20f8c1f2899b591ed3,301,false,false,true
https://www.shalomworship.com/song/mohobbat-hai-695bf525865b980f7f0e52ff,https://www.shalomworship.com/song/mohobbat-hai-amit-kamble-695bf525865b980f7f0e52ff,301,false,false,true
https://www.shalomworship.com/song/pukarte-hain-tujhe-695bfe18865b980f7f0e5319,https://www.shalomworship.com/song/pukarte-hain-tujhe-glory-to-god-india-695bfe18865b980f7f0e5319,301,false,false,true
https://www.shalomworship.com/song/masiha-aya-695c092d865b980f7f0e5376,https://www.shalomworship.com/song/masiha-aya-jaago-music-695c092d865b980f7f0e5376,301,false,false,true
https://www.shalomworship.com/song/mahan-6960cafde888f695f59e7ab6,https://www.shalomworship.com/song/mahan-yeshua-ministries-6960cafde888f695f59e7ab6,301,false,false,true
https://www.shalomworship.com/song/chalte-chalte-noor-mein-69629296863920d610284ace,https://www.shalomworship.com/song/chalte-chalte-noor-mein-filadelfia-music-69629296863920d610284ace,301,false,false,true
https://www.shalomworship.com/song/shor-duniya-mein-69629d0513c327810523bb45,https://www.shalomworship.com/song/shor-duniya-mein-jaago-music-69629d0513c327810523bb45,301,false,false,true
https://www.shalomworship.com/song/jhoomo-naacho-6962a1b413c327810523bb5b,https://www.shalomworship.com/song/jhoomo-naacho-jaago-music-6962a1b413c327810523bb5b,301,false,false,true
https://www.shalomworship.com/song/abba-pita-medley-6963d65b17162f1f46af5cf4,https://www.shalomworship.com/song/abba-pita-medley-sheldon-bangera-6963d65b17162f1f46af5cf4,301,false,false,true
https://www.shalomworship.com/song/resurrecting-69654a8125db87b61f35ceb4,https://www.shalomworship.com/song/resurrecting-elevation-worship-69654a8125db87b61f35ceb4,301,false,false,true
https://www.shalomworship.com/song/at-the-cross-love-ran-red-696649f025db87b61f35cfb6,https://www.shalomworship.com/song/at-the-cross-love-ran-red-chris-tomlin-696649f025db87b61f35cfb6,301,false,false,true
https://www.shalomworship.com/song/what-an-awesome-god-696672cb25db87b61f35d04a,https://www.shalomworship.com/song/what-an-awesome-god-phil-wickham-696672cb25db87b61f35d04a,301,false,false,true
https://www.shalomworship.com/song/prem-ki-unchai-6967498025db87b61f35d15e,https://www.shalomworship.com/song/prem-ki-unchai-filadelfia-music-6967498025db87b61f35d15e,301,false,false,true
https://www.shalomworship.com/song/mere-aane-jaane-mein-6967709225db87b61f35d257,https://www.shalomworship.com/song/mere-aane-jaane-mein-filadelfia-music-6967709225db87b61f35d257,301,false,false,true
https://www.shalomworship.com/song/aatma-ki-hawa-6967723925db87b61f35d282,https://www.shalomworship.com/song/aatma-ki-hawa-filadelfia-music-6967723925db87b61f35d282,301,false,false,true
https://www.shalomworship.com/song/mera-bharosa-6967d0bee518a03c9e1cd81e,https://www.shalomworship.com/song/mera-bharosa-filadelfia-music-6967d0bee518a03c9e1cd81e,301,false,false,true
https://www.shalomworship.com/song/chillakar-gaoonga-696878a3e518a03c9e1cd9e0,https://www.shalomworship.com/song/chillakar-gaoonga-jaago-music-696878a3e518a03c9e1cd9e0,301,false,false,true
https://www.shalomworship.com/song/yeshu-naam-6969df5c9ff232478dd49e56,https://www.shalomworship.com/song/yeshu-naam-yeshua-ministries-6969df5c9ff232478dd49e56,301,false,false,true
https://www.shalomworship.com/song/shukr-ada-6969fc439ff232478dd49ee1,https://www.shalomworship.com/song/shukr-ada-folj-or-ankit-sajwan-ministries-6969fc439ff232478dd49ee1,301,false,false,true
https://www.shalomworship.com/song/azaad-hoon-696a0e569ff232478dd49f4a,https://www.shalomworship.com/song/azaad-hoon-jaago-music-696a0e569ff232478dd49f4a,301,false,false,true
https://www.shalomworship.com/song/tore-siwa-696a14159ff232478dd49f8a,https://www.shalomworship.com/song/tore-siwa-folj-or-ankit-sajwan-ministries-696a14159ff232478dd49f8a,301,false,false,true
https://www.shalomworship.com/song/stuti-stuti-aradhana-696a81ea9ff232478dd4a0a4,https://www.shalomworship.com/song/stuti-stuti-aradhana-way-to-paradise-696a81ea9ff232478dd4a0a4,301,false,false,true
https://www.shalomworship.com/song/kuch-naya-696fadc78bca8ea653a06ea6,https://www.shalomworship.com/song/kuch-naya-nations-of-worship-696fadc78bca8ea653a06ea6,301,false,false,true
https://www.shalomworship.com/song/always-696fc0e38bca8ea653a06f74,https://www.shalomworship.com/song/always-gateway-worship-696fc0e38bca8ea653a06f74,301,false,false,true
https://www.shalomworship.com/song/i-need-you-6972359c8bca8ea653a070aa,https://www.shalomworship.com/song/i-need-you-gateway-worship-6972359c8bca8ea653a070aa,301,false,false,true
